id,source,target,p_index,year,type,source's role,target's role
5143,14,44,125701,Shu-Suen.02.09.00,Directed,['source'],['recipient']
5144,14,44,125701,Shu-Suen.02.09.00,Directed,['source'],['recipient']
5145,14,748,125702,Shu-Suen.05.08.00 (us2 year),Directed,['source'],['recipient']
5146,14,111,125710,Shu-Suen.03.08.19,Undirected,['recipient'],['intermediary']
5147,14,570,125710,Shu-Suen.03.08.19,Undirected,['recipient'],['intermediary']
5148,111,570,125710,Shu-Suen.03.08.19,Undirected,['intermediary'],['intermediary']
5149,14,16,125736,Shu-Suen.09.01.20,Directed,['source'],['recipient']
5150,23,14,125751,Shu-Suen.01.12.14,Directed,['intermediary'],['recipient']
5151,21,14,125752,Shu-Suen.01.09.03,Directed,['intermediary'],['recipient']
5152,14,93,125815,"Ibbi-Suen.01.04.--, Ibbi-Suen.01.04.29",Directed,['source'],['recipient']
5153,14,93,125816,"Ibbi-Suen.01.11.03, Ibbi-Suen.01.11.15",Directed,['source'],['recipient']
5154,14,23,125829,Shu-Suen.04.10.04,Directed,['source'],['intermediary']
5155,23,14,125836,Shu-Suen.05.11.05 (us2 year),Directed,['intermediary'],['recipient']
5156,14,953,125840,Amar-Suen.07.11.00,Directed,['source'],['recipient']
5157,14,550,125867,Amar-Suen.07.04.00,Directed,['source'],['intermediary']
5158,14,37,125867,Amar-Suen.07.04.00,Directed,['source'],['recipient']
5159,550,37,125867,Amar-Suen.07.04.00,Directed,['intermediary'],['recipient']
5160,21,14,125869,Shu-Suen.07.10.23,Directed,['intermediary'],['recipient']
5161,21,14,125878,Shu-Suen.05.09.29 (us2 year),Directed,['intermediary'],['recipient']
5162,14,21,125886,Shu-Suen.01.02.24,Directed,['source'],['intermediary']
5163,14,23,125908,Ibbi-Suen.02.10.10,Undirected,['source'],['intermediary']
5164,14,37,125908,Ibbi-Suen.02.10.10,Undirected,['source'],['intermediary']
5165,23,37,125908,Ibbi-Suen.02.10.10,Undirected,['intermediary'],['intermediary']
5166,23,14,125909,Ibbi-Suen.01.10.17,Directed,['intermediary'],['recipient']
5167,21,14,125976,Shu-Suen.09.11.12,Directed,['intermediary'],['recipient']
5168,14,111,125980,Shu-Suen.06.11.29,Undirected,['recipient'],['intermediary']
5169,14,570,125980,Shu-Suen.06.11.29,Undirected,['recipient'],['intermediary']
5170,111,570,125980,Shu-Suen.06.11.29,Undirected,['intermediary'],['intermediary']
5171,14,23,125982,Shu-Suen.03.06.22,Undirected,['recipient'],['intermediary']
5172,14,37,125982,Shu-Suen.03.06.22,Undirected,['recipient'],['intermediary']
5173,23,37,125982,Shu-Suen.03.06.22,Undirected,['intermediary'],['intermediary']
5174,14,16,125986,Shu-Suen.09.08.20,Directed,['source'],['recipient']
5175,14,16,125986,Shu-Suen.09.08.20,Directed,['source'],['recipient']
5176,14,23,125992,Shu-Suen.03.11.21,Undirected,['recipient'],['intermediary']
5177,14,37,125992,Shu-Suen.03.11.21,Undirected,['recipient'],['intermediary']
5178,23,37,125992,Shu-Suen.03.11.21,Undirected,['intermediary'],['intermediary']
5179,42,14,126000,"Amar-Suen.05.07.00, Amar-Suen.05.08.00, Amar-Suen.05.09.00, Amar-Suen.05.10.00, Amar-Suen.05.11.00, Amar-Suen.05.12.00",Directed,['source'],['recipient']
5180,23,14,126004,Shu-Suen.08.07.13,Directed,['intermediary'],['recipient']
5181,14,21,126005,Shu-Suen.04.12.09,Undirected,['recipient'],['intermediary']
5182,14,88,126005,Shu-Suen.04.12.09,Undirected,['recipient'],['intermediary']
5183,21,88,126005,Shu-Suen.04.12.09,Undirected,['intermediary'],['intermediary']
5184,23,14,126007,Shu-Suen.07.10.10,Directed,['intermediary'],['recipient']
5185,14,21,126013,Shu-Suen.02.02.07,Undirected,['recipient'],['intermediary']
5186,14,88,126013,Shu-Suen.02.02.07,Undirected,['recipient'],['intermediary']
5187,21,88,126013,Shu-Suen.02.02.07,Undirected,['intermediary'],['intermediary']
5188,14,23,126020,Shu-Suen.04.12.23,Undirected,['recipient'],['intermediary']
5189,14,37,126020,Shu-Suen.04.12.23,Undirected,['recipient'],['intermediary']
5190,23,37,126020,Shu-Suen.04.12.23,Undirected,['intermediary'],['intermediary']
5191,14,16,126030,"Shu-Suen.08.04.01, Shu-Suen.08.04.09",Directed,['source'],['recipient']
5192,21,14,126037,Ibbi-Suen.01.03.15,Directed,['intermediary'],['recipient']
5193,14,511,126039,Shu-Suen.05.01.06 (us2 year),Directed,['source'],['intermediary']
5194,14,28,126039,Shu-Suen.05.01.06 (us2 year),Directed,['source'],['recipient']
5195,511,28,126039,Shu-Suen.05.01.06 (us2 year),Directed,['intermediary'],['recipient']
5196,23,14,126085,Shu-Suen.01.12d.08 (intercalated),Directed,['intermediary'],['recipient']
5197,14,16,126105,Shu-Suen.09.02.01,Directed,['source'],['recipient']
5198,14,189,126114,Shu-Suen.05.08.00 (us2 year),Directed,['source'],['recipient']
5199,14,189,126114,Shu-Suen.05.08.00 (us2 year),Directed,['source'],['recipient']
5200,879,14,126118,Shu-Suen.01.07.29,Directed,['intermediary'],['recipient']
5201,14,179,126139,Amar-Suen.03.09.00,Directed,['source'],['recipient']
5202,14,179,126139,Amar-Suen.03.09.00,Directed,['source'],['recipient']
5203,23,14,126168,Shu-Suen.06.03.20 (us2-us2 year),Directed,['intermediary'],['recipient']
5204,14,16,126377,Shu-Suen.07.12.00,Directed,['source'],['recipient']
5205,14,23,126412,Shu-Suen.05.01.10 (us2 year),Undirected,['recipient'],['intermediary']
5206,14,37,126412,Shu-Suen.05.01.10 (us2 year),Undirected,['recipient'],['intermediary']
5207,23,37,126412,Shu-Suen.05.01.10 (us2 year),Undirected,['intermediary'],['intermediary']
5208,14,23,126569,Shu-Suen.03.11.27,Undirected,['recipient'],['intermediary']
5209,14,37,126569,Shu-Suen.03.11.27,Undirected,['recipient'],['intermediary']
5210,23,37,126569,Shu-Suen.03.11.27,Undirected,['intermediary'],['intermediary']
5211,23,14,126662,Shu-Suen.01.07.21,Directed,['intermediary'],['recipient']
5212,23,14,126705,Shu-Suen.01.05.08,Directed,['intermediary'],['recipient']
5213,23,14,126706,Shu-Suen.02.11.05,Directed,['intermediary'],['recipient']
5214,23,14,126707,Shu-Suen.04.04.09 (us2 year),Directed,['intermediary'],['recipient']
5215,14,21,126763,Shu-Suen.07.05.10,Directed,['source'],['intermediary']
5216,811,14,127314,Shu-Suen.03.04.24 (us2 year),Directed,['intermediary'],['recipient']
5217,570,14,127545,Shu-Suen.01.12.29,Directed,['intermediary'],['recipient']
5218,14,147,127547,Shu-Suen.02.05.00,Directed,['source'],['recipient']
5219,14,23,127549,Shu-Suen.03.08.03,Directed,['source'],['intermediary']
5220,21,14,127552,Shu-Suen.04.02.22 (us2 year),Directed,['intermediary'],['recipient']
5221,23,14,127556,Shu-Suen.04.05.00 (us2 year),Directed,['intermediary'],['recipient']
5222,23,14,127563,Shu-Suen.07.06.09,Directed,['intermediary'],['recipient']
5223,23,14,127564,Shu-Suen.07.07.00,Directed,['intermediary'],['recipient']
5224,21,14,127828,Shu-Suen.01.07.03,Directed,['intermediary'],['recipient']
5225,21,14,127830,"Shu-Suen.04.10.00 ?, Shu-Suen.05.01.20 (us2 year)",Directed,['intermediary'],['recipient']
5226,14,21,127832,Shu-Suen.02.03.09,Undirected,['source'],['intermediary']
5227,14,183,127832,Shu-Suen.02.03.09,Undirected,['source'],['representative']
5228,21,183,127832,Shu-Suen.02.03.09,Undirected,['intermediary'],['representative']
5229,14,473,127840,Ibbi-Suen.01.12d.00 (intercalated),Directed,['source'],['intermediary']
5230,14,179,128046,Amar-Suen.06.07.00,Directed,['source'],['recipient']
5231,14,23,128181,Amar-Suen.09.11.20,Undirected,['recipient'],['intermediary']
5232,14,37,128181,Amar-Suen.09.11.20,Undirected,['recipient'],['intermediary']
5233,23,37,128181,Amar-Suen.09.11.20,Undirected,['intermediary'],['intermediary']
5234,23,14,128195,Shu-Suen.07.06.08,Directed,['intermediary'],['recipient']
5235,14,21,128196,Shu-Suen.07.08.28,Directed,['source'],['intermediary']
5236,14,21,128626,Shu-Suen.02.09.29,Directed,['source'],['intermediary']
5237,23,14,128642,Shu-Suen.03.11.13,Directed,['intermediary'],['recipient']
5238,14,16,128804,Shu-Suen.09.02.04,Directed,['source'],['recipient']
5239,14,16,129434,Shu-Suen.07.04.00,Directed,['source'],['recipient']
5240,14,23,129766,Ibbi-Suen.01.08.10,Undirected,['source'],['intermediary']
5241,14,762,129766,Ibbi-Suen.01.08.10,Undirected,['source'],['representative']
5242,23,762,129766,Ibbi-Suen.01.08.10,Undirected,['intermediary'],['representative']
5243,23,14,130309,Shu-Suen.04.10.29,Directed,['intermediary'],['recipient']
5244,14,16,130350,Shu-Suen.09.02.00,Directed,['source'],['recipient']
5245,14,16,130350,Shu-Suen.09.02.00,Directed,['source'],['recipient']
5246,14,21,130415,"Amar-Suen.08.00.00, Amar-Suen.09.08.26",Undirected,['recipient'],['intermediary']
5247,14,968,130415,"Amar-Suen.08.00.00, Amar-Suen.09.08.26",Undirected,['recipient'],['intermediary']
5248,21,968,130415,"Amar-Suen.08.00.00, Amar-Suen.09.08.26",Undirected,['intermediary'],['intermediary']
5249,14,23,130518,Shu-Suen.02.08.10,Undirected,['source'],['intermediary']
5250,14,183,130518,Shu-Suen.02.08.10,Undirected,['source'],['representative']
5251,23,183,130518,Shu-Suen.02.08.10,Undirected,['intermediary'],['representative']
5252,23,14,130525,Shu-Suen.07.06.25,Directed,['intermediary'],['recipient']
5253,21,14,130536,Shu-Suen.07.05.11,Directed,['intermediary'],['recipient']
5254,21,14,130548,Shu-Suen.07.04.28,Directed,['intermediary'],['recipient']
5255,14,21,130753,Ibbi-Suen.01.03.06,Undirected,['recipient'],['intermediary']
5256,14,88,130753,Ibbi-Suen.01.03.06,Undirected,['recipient'],['intermediary']
5257,21,88,130753,Ibbi-Suen.01.03.06,Undirected,['intermediary'],['intermediary']
5258,14,21,130755,Shu-Suen.04.02.10 (us2 year),Undirected,['recipient'],['intermediary']
5259,14,88,130755,Shu-Suen.04.02.10 (us2 year),Undirected,['recipient'],['intermediary']
5260,21,88,130755,Shu-Suen.04.02.10 (us2 year),Undirected,['intermediary'],['intermediary']
5261,14,23,130759,Shu-Suen.04.07.06 (us2 year),Undirected,['recipient'],['intermediary']
5262,14,37,130759,Shu-Suen.04.07.06 (us2 year),Undirected,['recipient'],['intermediary']
5263,23,37,130759,Shu-Suen.04.07.06 (us2 year),Undirected,['intermediary'],['intermediary']
5264,14,23,130760,Shu-Suen.05.07.24 (us2 year),Undirected,['recipient'],['intermediary']
5265,14,37,130760,Shu-Suen.05.07.24 (us2 year),Undirected,['recipient'],['intermediary']
5266,23,37,130760,Shu-Suen.05.07.24 (us2 year),Undirected,['intermediary'],['intermediary']
5267,42,42,131099,00.00.11.08,Directed,['recipient'],['recipient']
5268,14,21,131663,Shu-Suen.08.10.18,Directed,['source'],['intermediary']
5269,110,14,131702,Amar-Suen.04.05.18,Directed,['source'],['recipient']
5270,21,14,131903,Shu-Suen.02.02.01,Directed,['intermediary'],['recipient']
5271,14,37,133995,Amar-Suen.07.08.00,Directed,['source'],['recipient']
5272,14,147,134276,Amar-Suen.03.11.00,Directed,['source'],['intermediary']
5273,14,42,134741,Shu-Suen.03.08.20,Directed,['source'],['recipient']
5274,14,183,134749,Amar-Suen.07.12.00,Directed,['source'],['recipient']
5275,14,115,134868,Amar-Suen.09.09.00,Directed,['source'],['recipient']
5276,14,44,134924,Shu-Suen.02.04.23,Directed,['source'],['recipient']
5277,23,14,134937,Shu-Suen.02.06.06,Directed,['intermediary'],['recipient']
5278,21,14,134939,Shu-Suen.05.06.23 (us2 year),Directed,['intermediary'],['recipient']
5279,23,14,134940,Shu-Suen.05.08.28 (us2 year),Directed,['intermediary'],['recipient']
5280,14,21,134941,Shu-Suen.05.12d.25 (intercalated) (us2 year),Undirected,['recipient'],['intermediary']
5281,14,88,134941,Shu-Suen.05.12d.25 (intercalated) (us2 year),Undirected,['recipient'],['intermediary']
5282,21,88,134941,Shu-Suen.05.12d.25 (intercalated) (us2 year),Undirected,['intermediary'],['intermediary']
5283,21,14,134942,Shu-Suen.07.01.04,Directed,['intermediary'],['recipient']
5284,23,14,134943,Shu-Suen.07.10.28,Directed,['intermediary'],['recipient']
5285,23,14,134944,Shu-Suen.07.11.24,Directed,['intermediary'],['recipient']
5286,23,14,134945,Shu-Suen.07.12.25,Directed,['intermediary'],['recipient']
5287,21,14,134946,Shu-Suen.09.11.16,Directed,['intermediary'],['recipient']
5288,14,23,135099,Shu-Suen.02.05.12,Directed,['source'],['intermediary']
5289,14,21,135100,Shu-Suen.05.01.27 (us2 year),Undirected,['source'],['intermediary']
5290,14,88,135100,Shu-Suen.05.01.27 (us2 year),Undirected,['source'],['intermediary']
5291,21,88,135100,Shu-Suen.05.01.27 (us2 year),Undirected,['intermediary'],['intermediary']
5292,14,1027,136089,Shu-Suen.07.05.01,Directed,['source'],['intermediary']
5293,14,924,136254,Shu-Suen.06.08.00,Directed,['source'],['recipient']
5294,14,16,136296,Ibbi-Suen.01.12d.00 (intercalated),Directed,['source'],['recipient']
5295,14,16,139545,Shu-Suen.08.11.00,Directed,['source'],['recipient']
5296,14,16,139545,Shu-Suen.08.11.00,Directed,['source'],['recipient']
5297,23,14,141930,Shu-Suen.05.12.05,Directed,['intermediary'],['recipient']
5298,14,111,142141,Shu-Suen.05.09.02 (us2 year),Undirected,['recipient'],['intermediary']
5299,14,570,142141,Shu-Suen.05.09.02 (us2 year),Undirected,['recipient'],['intermediary']
5300,111,570,142141,Shu-Suen.05.09.02 (us2 year),Undirected,['intermediary'],['intermediary']
5301,14,21,142414,Shu-Suen.08.02.26,Undirected,['source'],['intermediary']
5302,14,664,142414,Shu-Suen.08.02.26,Undirected,['source'],['intermediary']
5303,21,664,142414,Shu-Suen.08.02.26,Undirected,['intermediary'],['intermediary']
5304,23,14,142787,Shu-Suen.05.07.12 (us2 year),Directed,['intermediary'],['recipient']
5305,23,14,142858,Shu-Suen.07.12.03,Directed,['intermediary'],['recipient']
5306,14,1058,142983,"Shu-Suen.04.07.12, Shu-Suen.04.07.13",Directed,['source'],['recipient']
5307,878,14,143120,Amar-Suen.04.08.09,Directed,['source'],['recipient']
5308,148,148,144212,Amar-Suen.07.09.00,Directed,['source'],['source']
5309,66,14,144322,Amar-Suen.09.00.00,Directed,['source'],['recipient']
5310,14,23,144366,Amar-Suen.09.11.22,Undirected,['recipient'],['intermediary']
5311,14,37,144366,Amar-Suen.09.11.22,Undirected,['recipient'],['intermediary']
5312,23,37,144366,Amar-Suen.09.11.22,Undirected,['intermediary'],['intermediary']
5313,21,14,145051,Shu-Suen.07.08.30,Directed,['intermediary'],['recipient']
5314,14,16,145166,Ibbi-Suen.02.11.00,Directed,['source'],['recipient']
5315,14,14,145332,00.00.00.20,Undirected,"['source', 'recipient']","['source', 'recipient']"
5316,14,37,145359,00.00.08.00,Undirected,['source'],['intermediary']
5317,14,156,145359,00.00.08.00,Undirected,['source'],['intermediary']
5318,37,156,145359,00.00.08.00,Undirected,['intermediary'],['intermediary']
5319,23,14,145837,Shu-Suen.05.04.18 (us2 year),Directed,['intermediary'],['recipient']
5320,23,14,145838,Shu-Suen.04.08.04,Directed,['intermediary'],['recipient']
5321,21,14,145846,Ibbi-Suen.01.11.21,Directed,['intermediary'],['recipient']
5322,21,14,200511,Shu-Suen.01.06.00,Directed,['intermediary'],['recipient']
5323,14,21,200513,Shu-Suen.07.07.00,Undirected,['source'],['intermediary']
5324,14,680,200513,Shu-Suen.07.07.00,Undirected,['source'],['representative']
5325,21,680,200513,Shu-Suen.07.07.00,Undirected,['intermediary'],['representative']
5326,14,23,201019,Shu-Suen.06.02.24 (us2-us2 year),Undirected,['recipient'],['intermediary']
5327,14,37,201019,Shu-Suen.06.02.24 (us2-us2 year),Undirected,['recipient'],['intermediary']
5328,23,37,201019,Shu-Suen.06.02.24 (us2-us2 year),Undirected,['intermediary'],['intermediary']
5329,14,21,201116,Shu-Suen.03.05.04 (us2 year),Undirected,['source'],['intermediary']
5330,14,88,201116,Shu-Suen.03.05.04 (us2 year),Undirected,['source'],['intermediary']
5331,21,88,201116,Shu-Suen.03.05.04 (us2 year),Undirected,['intermediary'],['intermediary']
5332,14,21,201119,Ibbi-Suen.02.02.19,Directed,['source'],['intermediary']
5333,14,21,201178,Shu-Suen.07.05.25,Undirected,['recipient'],['intermediary']
5334,14,88,201178,Shu-Suen.07.05.25,Undirected,['recipient'],['intermediary']
5335,21,88,201178,Shu-Suen.07.05.25,Undirected,['intermediary'],['intermediary']
5336,14,16,201205,Shu-Suen.09.09.29,Directed,['source'],['recipient']
5337,14,16,201205,Shu-Suen.09.09.29,Directed,['source'],['recipient']
5338,88,14,201439,--.--.--.--,Directed,['intermediary'],['recipient']
5339,23,14,202533,Shu-Suen.06.02.27 (us2-us2 year),Directed,['intermediary'],['recipient']
5340,21,14,209391,Shu-Suen.07.09.24,Directed,['intermediary'],['recipient']
5341,380,263,210090,Shu-Suen.01.08.06,Directed,['source'],['new owner']
5342,380,14,210090,Shu-Suen.01.08.06,Directed,['source'],['recipient']
5343,263,14,210090,Shu-Suen.01.08.06,Directed,['new owner'],['recipient']
5344,14,413,210299,Shu-Suen.05.03.00 (us2 year),Directed,['source'],['recipient']
5345,14,88,210302,Ibbi-Suen.02.02.20,Undirected,['source'],['intermediary']
5346,14,462,210302,Ibbi-Suen.02.02.20,Undirected,['source'],['intermediary']
5347,88,462,210302,Ibbi-Suen.02.02.20,Undirected,['intermediary'],['intermediary']
5348,14,88,210541,Shu-Suen.03.01.12 (us2 year),Undirected,['recipient'],['intermediary']
5349,14,88,210541,Shu-Suen.03.01.12 (us2 year),Undirected,['recipient'],['intermediary']
5350,88,88,210541,Shu-Suen.03.01.12 (us2 year),Undirected,['intermediary'],['intermediary']
5351,14,23,210564,Shu-Suen.04.01.-- (us2 year),Undirected,['source'],['intermediary']
5352,14,183,210564,Shu-Suen.04.01.-- (us2 year),Undirected,['source'],['representative']
5353,23,183,210564,Shu-Suen.04.01.-- (us2 year),Undirected,['intermediary'],['representative']
5354,14,438,210633,Shu-Suen.09.11.00,Directed,['source'],['intermediary']
5355,14,16,210633,Shu-Suen.09.11.00,Directed,['source'],['recipient']
5356,438,16,210633,Shu-Suen.09.11.00,Directed,['intermediary'],['recipient']
5357,119,119,212349,Shu-Suen.02.06.17,Directed,['source'],['source']
5358,14,189,218205,00.00.--.00,Directed,['source'],['recipient']
5359,14,264,235549,Shu-Suen.03.10.23,Undirected,['recipient'],['intermediary']
5360,14,465,235549,Shu-Suen.03.10.23,Undirected,['recipient'],['intermediary']
5361,264,465,235549,Shu-Suen.03.10.23,Undirected,['intermediary'],['intermediary']
5362,14,16,290157,Shu-Suen.05.00.00 (us2 year),Directed,['source'],['recipient']
5363,14,23,290801,Shu-Suen.05.05.09 (us2 year),Undirected,['recipient'],['intermediary']
5364,14,37,290801,Shu-Suen.05.05.09 (us2 year),Undirected,['recipient'],['intermediary']
5365,23,37,290801,Shu-Suen.05.05.09 (us2 year),Undirected,['intermediary'],['intermediary']
5366,14,44,291109,Shu-Suen.01.12d.29 (intercalated),Directed,['source'],['recipient']
5367,14,44,291109,Shu-Suen.01.12d.29 (intercalated),Directed,['source'],['recipient']
5368,14,239,291563,Shu-Suen.02.07.22,Directed,['source'],['recipient']
5369,570,14,301092,Shu-Suen.03.08.15,Directed,['intermediary'],['recipient']
5370,14,239,303354,Shu-Suen.01.05.00,Directed,['source'],['recipient']
5371,21,14,303381,Amar-Suen.09.06.24,Directed,['intermediary'],['recipient']
5372,14,21,303404,Ibbi-Suen.01.07.14,Undirected,['source'],['intermediary']
5373,14,88,303404,Ibbi-Suen.01.07.14,Undirected,['source'],['intermediary']
5374,21,88,303404,Ibbi-Suen.01.07.14,Undirected,['intermediary'],['intermediary']
5375,14,23,303411,Shu-Suen.03.07.10,Directed,['source'],['intermediary']
5376,21,14,303414,Shu-Suen.01.06.01,Directed,['intermediary'],['recipient']
5377,21,14,303515,Shu-Suen.05.04.14 (us2 year),Directed,['intermediary'],['recipient']
5378,37,14,303598,Shu-Suen.05.01.07 (us2 year),Directed,['intermediary'],['recipient']
5379,14,23,303692,Shu-Suen.07.06.08,Directed,['source'],['intermediary']
5380,21,14,312560,Shu-Suen.07.03.16,Directed,['intermediary'],['recipient']
5381,23,14,321021,Shu-Suen.07.09.13,Directed,['intermediary'],['recipient']
5382,23,14,321035,Shu-Suen.03.11.10,Directed,['intermediary'],['recipient']
5383,21,14,332040,"Shu-Suen.09.10.00 ?, Shu-Suen.09.11.06",Directed,['intermediary'],['recipient']
5384,14,23,332122,Shu-Suen.04.12.26,Undirected,['recipient'],['intermediary']
5385,14,37,332122,Shu-Suen.04.12.26,Undirected,['recipient'],['intermediary']
5386,23,37,332122,Shu-Suen.04.12.26,Undirected,['intermediary'],['intermediary']
5387,14,111,332129,Shu-Suen.08.08.17,Undirected,['recipient'],['intermediary']
5388,14,570,332129,Shu-Suen.08.08.17,Undirected,['recipient'],['intermediary']
5389,111,570,332129,Shu-Suen.08.08.17,Undirected,['intermediary'],['intermediary']
5390,21,14,332331,Shu-Suen.05.04.04 (us2 year),Directed,['intermediary'],['recipient']
5391,14,23,332562,Ibbi-Suen.01.04.26,Directed,['source'],['intermediary']
5392,570,14,390723,--.--.07.12,Directed,['intermediary'],['recipient']
5393,21,14,390763,Shu-Suen.07.04.18,Directed,['intermediary'],['recipient']
5394,14,21,390793,Shu-Suen.07.08.13,Directed,['source'],['intermediary']
5395,14,209,390819,Amar-Suen.03.10.00,Directed,['source'],['recipient']
5396,14,16,390823,Ibbi-Suen.01.06.30,Directed,['source'],['recipient']
5397,14,16,390823,Ibbi-Suen.01.06.30,Directed,['source'],['recipient']
5398,14,88,390954,Shu-Suen.06.09.09,Undirected,['recipient'],['intermediary']
5399,14,88,390954,Shu-Suen.06.09.09,Undirected,['recipient'],['intermediary']
5400,88,88,390954,Shu-Suen.06.09.09,Undirected,['intermediary'],['intermediary']
5401,23,14,390961,Shu-Suen.08.06.26,Directed,['intermediary'],['recipient']
5402,14,44,392630,Shu-Suen.02.06.00,Undirected,['intermediary'],['recipient']
5403,14,87,392630,Shu-Suen.02.06.00,Undirected,['intermediary'],['recipient']
5404,44,87,392630,Shu-Suen.02.06.00,Undirected,['recipient'],['recipient']
5405,14,16,392635,Shulgi.42.06.00,Directed,['source'],['recipient']
5406,14,150,407055,Ibbi-Suen.02.07.00,Directed,['source'],['intermediary']
5407,21,14,412172,Shu-Suen.05.04.07 (us2 year),Directed,['intermediary'],['recipient']
5408,14,939,412173,Shu-Suen.08.02.25,Directed,['source'],['recipient']
5409,26,14,412631,Amar-Suen.07.01.21,Directed,['source'],['recipient']
5410,14,23,416205,Shu-Suen.04.05.00 (us2 year),Directed,['source'],['intermediary']
5411,14,298,145453,Shu-Suen.08.09.00,Directed,['source'],['recipient']
5412,23,14,424387,Shu-Suen.01.12.19,Directed,['intermediary'],['recipient']
5413,14,23,429942,Amar-Suen.09.11.21,Undirected,['recipient'],['intermediary']
5414,14,37,429942,Amar-Suen.09.11.21,Undirected,['recipient'],['intermediary']
5415,23,37,429942,Amar-Suen.09.11.21,Undirected,['intermediary'],['intermediary']
5416,14,21,454258,Shu-Suen.08.10.16,Undirected,['recipient'],['intermediary']
5417,14,88,454258,Shu-Suen.08.10.16,Undirected,['recipient'],['intermediary']
5418,21,88,454258,Shu-Suen.08.10.16,Undirected,['intermediary'],['intermediary']
5419,21,14,145573,Shu-Suen.06.09.02,Directed,['intermediary'],['recipient']
5420,14,23,332381,Shu-Suen.04.08.21,Undirected,['recipient'],['intermediary']
5421,14,37,332381,Shu-Suen.04.08.21,Undirected,['recipient'],['intermediary']
5422,23,37,332381,Shu-Suen.04.08.21,Undirected,['intermediary'],['intermediary']
5423,23,14,332386,Shu-Suen.07.12.11,Directed,['intermediary'],['recipient']
5424,21,14,332388,Shu-Suen.08.11.04,Directed,['intermediary'],['recipient']
5425,14,23,330459,Shu-Suen.09.12.28,Directed,['source'],['intermediary']
5426,14,86,432663,Amar-Suen.04.11.22,Directed,['source'],['representative']
5427,14,16,469854,Ibbi-Suen.01.10.00,Directed,['source'],['recipient']
5428,14,16,469854,Ibbi-Suen.01.10.00,Directed,['source'],['recipient']
5429,23,14,406785,Shu-Suen.07.07.21,Directed,['intermediary'],['recipient']
5430,23,14,406792,Shu-Suen.05.06.02,Directed,['intermediary'],['recipient']
5431,14,437,407282,Ibbi-Suen.01.08.00,Directed,['source'],['recipient']
5432,21,14,211571,Shu-Suen.01.04.18,Directed,['intermediary'],['recipient']
5433,23,14,211722,Shu-Suen.02.02.25,Directed,['intermediary'],['recipient']
5434,14,104,211705,Shu-Suen.03.08.00,Directed,['source'],['recipient']
5435,14,350,211705,Shu-Suen.03.08.00,Directed,['source'],['recipient']
5436,23,14,212172,Shu-Suen.05.08.07,Directed,['intermediary'],['recipient']
5437,98,14,211935,Shu-Suen.07.06.05,Directed,['source'],['recipient']
5438,14,513,248830,Shu-Suen.06.12.00,Directed,['source'],['recipient']
5439,14,690,248830,Shu-Suen.06.12.00,Directed,['source'],['recipient']
5440,21,14,330393,Shu-Suen.05.04.17,Directed,['intermediary'],['recipient']
5441,14,120,330630,Shu-Suen.06.08.30,Directed,['source'],['recipient']
5442,88,14,330701,Shu-Suen.05.02.12,Directed,['intermediary'],['recipient']
5443,23,14,330234,Shu-Suen.02.02.18,Directed,['intermediary'],['recipient']
5444,23,14,123195,Shu-Suen.05.11.08,Directed,['intermediary'],['recipient']
5445,14,115,212174,Amar-Suen.06.10.00,Undirected,['recipient'],['recipient']
5446,14,158,212174,Amar-Suen.06.10.00,Undirected,['recipient'],['recipient']
5447,115,158,212174,Amar-Suen.06.10.00,Undirected,['recipient'],['recipient']
5448,15,518,116899,Shulgi.45.08.30,Undirected,['recipient'],['new owner']
5449,15,723,116899,Shulgi.45.08.30,Undirected,['recipient'],['new owner']
5450,518,723,116899,Shulgi.45.08.30,Undirected,['new owner'],['new owner']
5451,16,17,100227,Shu-Suen.08.01.00,Directed,['source'],['intermediary']
5452,93,16,101017,"Shu-Suen.07.01.00, Shu-Suen.07.09.00, Shu-Suen.07.10.00, Shu-Suen.07.12.00",Directed,['source'],['recipient']
5453,91,16,101340,Shu-Suen.09.10.00,Directed,['source'],['recipient']
5454,91,16,101340,Shu-Suen.09.10.00,Directed,['source'],['recipient']
5455,16,16,101341,Shu-Suen.09.10.00,Directed,['recipient'],['recipient']
5456,16,16,101344,Ibbi-Suen.01.07.00,Directed,['recipient'],['recipient']
5457,105,16,101346,Shu-Suen.09.10.00,Directed,['source'],['recipient']
5458,105,16,101346,Shu-Suen.09.10.00,Directed,['source'],['recipient']
5459,115,16,101407,Shu-Suen.09.00.00,Directed,['source'],['recipient']
5460,150,16,102899,Ibbi-Suen.01.02.07,Directed,['source'],['intermediary']
5461,150,28,102899,Ibbi-Suen.01.02.07,Directed,['source'],['recipient']
5462,16,28,102899,Ibbi-Suen.01.02.07,Directed,['intermediary'],['recipient']
5463,287,16,102940,"Amar-Suen.03.00.00, Amar-Suen.08.00.00",Directed,['source'],['recipient']
5464,37,16,103001,Shu-Suen.08.12.00,Directed,['source'],['recipient']
5465,37,16,103001,Shu-Suen.08.12.00,Directed,['source'],['recipient']
5466,16,310,103129,Shu-Suen.04.08.30,Undirected,['source'],['representative']
5467,16,311,103129,Shu-Suen.04.08.30,Undirected,['source'],['intermediary']
5468,310,311,103129,Shu-Suen.04.08.30,Undirected,['representative'],['intermediary']
5469,319,16,103160,Shulgi.45.09.00,Directed,['source'],['recipient']
