id,source,target,p_index,year,type,source's role,target's role
1212,84,3,320623,Shulgi.45.12.29,Directed,['source'],['recipient']
1213,42,3,320662,Shulgi.44.06.08,Directed,['source'],['recipient']
1214,42,3,320673,Shulgi.47.03.01 (us2 year),Directed,['source'],['recipient']
1215,42,3,320680,Shulgi.46.03.10 (us2 year),Directed,['source'],['recipient']
1216,42,3,320733,Shulgi.48.11.11,Directed,['source'],['recipient']
1217,42,3,320737,Amar-Suen.03.04.06,Directed,['source'],['recipient']
1218,42,3,320754,Shulgi.46.02.02,Directed,['source'],['recipient']
1219,42,3,320808,Shulgi.46.05.07,Directed,['source'],['recipient']
1220,42,3,320824,--.--.02.18,Directed,['source'],['recipient']
1221,42,3,320828,Amar-Suen.02.09.28,Directed,['source'],['recipient']
1222,42,3,320856,Shulgi.45.11.19,Directed,['source'],['recipient']
1223,42,3,320859,Amar-Suen.01.02.06,Directed,['source'],['recipient']
1224,42,3,320865,Shulgi.46.04.19 (us2 year),Directed,['source'],['recipient']
1225,42,3,320917,Shulgi.48.11.17,Directed,['source'],['recipient']
1226,42,3,320938,Shulgi.46.04.--,Directed,['source'],['recipient']
1227,85,3,320969,Shulgi.47.01.27 (us2 year),Directed,['source'],['recipient']
1228,84,3,320992,Shulgi.46.05.16 (us2 year),Directed,['source'],['recipient']
1229,84,3,390784,Shulgi.45.01.18 (us2 year),Directed,['source'],['recipient']
1230,85,3,390787,Shulgi.48.06.30,Directed,['source'],['recipient']
1231,42,3,390919,Shulgi.46.05.04,Directed,['source'],['recipient']
1232,42,3,390936,Shulgi.47.02.11 (us2 year),Directed,['source'],['recipient']
1233,84,3,390942,Shulgi.46.01.00,Directed,['source'],['recipient']
1234,242,3,390996,Amar-Suen.01.04.--,Directed,['source'],['recipient']
1235,9,3,416208,Shulgi.45.07.00,Directed,['source'],['recipient']
1236,42,3,416469,Shulgi.46.02.11,Directed,['source'],['recipient']
1237,42,3,416473,Shulgi.47.01.07 (us2 year),Directed,['source'],['recipient']
1238,42,3,416475,Shulgi.44.03.04,Directed,['source'],['recipient']
1239,42,3,429326,Shulgi.45.01.06 (us2 year),Directed,['source'],['recipient']
1240,3,25,452224,Shulgi.44.01m.16 (intercalated) =? Shulgi.45.01.15 (intercalated?),Undirected,['representative'],['new owner']
1241,3,324,452224,Shulgi.44.01m.16 (intercalated) =? Shulgi.45.01.15 (intercalated?),Undirected,['representative'],['representative']
1242,25,324,452224,Shulgi.44.01m.16 (intercalated) =? Shulgi.45.01.15 (intercalated?),Undirected,['new owner'],['representative']
1243,3,327,433576,Shulgi.46.07.26,Undirected,['new owner'],['new owner']
1244,3,916,433576,Shulgi.46.07.26,Undirected,['new owner'],['new owner']
1245,327,916,433576,Shulgi.46.07.26,Undirected,['new owner'],['new owner']
1246,42,3,145578,Shulgi.46.09.10,Directed,['source'],['recipient']
1247,399,3,332350,Shulgi.43.10.15,Directed,['new owner'],['recipient']
1248,42,3,332351,Shulgi.44.06.13,Directed,['source'],['recipient']
1249,84,3,469860,Shulgi.45.08.30 ?,Directed,['source'],['recipient']
1250,45,3,467843,Shulgi.47.01.00 (us2 year),Directed,['source'],['recipient']
1251,12,3,452242,Amar-Suen.02.03.29,Directed,['source'],['recipient']
